sample	haplotype	contig	length
HG03834	haplotype2	HG03834#2#CM085818.1	90593115
HG03834	haplotype2	HG03834#2#JBHDUX010000009.1	83593671
HG03834	haplotype2	HG03834#2#CM085820.1	67994792
HG03834	haplotype2	HG03834#2#JBHDUX010000008.1	61441013
HG03834	haplotype2	HG03834#2#CM085819.1	60202760
HG03834	haplotype2	HG03834#2#JBHDUX010000013.1	45350380
HG03834	haplotype2	HG03834#2#JBHDUX010000016.1	41406801
HG03834	haplotype2	HG03834#2#JBHDUX010000015.1	40768688
HG03834	haplotype2	HG03834#2#JBHDUX010000053.1	20867364
HG03834	haplotype2	HG03834#2#JBHDUX010000018.1	19232510
HG03834	haplotype2	HG03834#2#JBHDUX010000050.1	18138270
HG03834	haplotype2	HG03834#2#JBHDUX010000046.1	17641429
HG03834	haplotype2	HG03834#2#JBHDUX010000051.1	10007903
HG03834	haplotype2	HG03834#2#JBHDUX010000056.1	8148079
HG03834	haplotype2	HG03834#2#JBHDUX010000017.1	5513428
HG03834	haplotype2	HG03834#2#JBHDUX010000054.1	4321637
HG03834	haplotype2	HG03834#2#JBHDUX010000058.1	3689733
HG03834	haplotype2	HG03834#2#JBHDUX010000022.1	3560170
HG03834	haplotype2	HG03834#2#JBHDUX010000055.1	3342746
HG03834	haplotype2	HG03834#2#JBHDUX010000057.1	3266182
HG03834	haplotype2	HG03834#2#JBHDUX010000019.1	1434679
HG03834	haplotype2	HG03834#2#JBHDUX010000064.1	1226731
HG03834	haplotype2	HG03834#2#JBHDUX010000066.1	860198
HG03834	haplotype2	HG03834#2#JBHDUX010000036.1	683625
HG03834	haplotype2	HG03834#2#JBHDUX010000033.1	604809
HG03834	haplotype2	HG03834#2#JBHDUX010000062.1	580703
HG03834	haplotype2	HG03834#2#JBHDUX010000026.1	486959
HG03834	haplotype2	HG03834#2#JBHDUX010000030.1	331241
HG03834	haplotype2	HG03834#2#JBHDUX010000035.1	316256
HG03834	haplotype2	HG03834#2#JBHDUX010000021.1	238160
HG03834	haplotype2	HG03834#2#JBHDUX010000028.1	231831
HG03834	haplotype2	HG03834#2#JBHDUX010000024.1	223204
HG03834	haplotype2	HG03834#2#JBHDUX010000034.1	220909
HG03834	haplotype2	HG03834#2#JBHDUX010000067.1	183648
HG03834	haplotype2	HG03834#2#JBHDUX010000061.1	182573
HG03834	haplotype2	HG03834#2#JBHDUX010000027.1	174727
HG03834	haplotype2	HG03834#2#JBHDUX010000077.1	164528
HG03834	haplotype2	HG03834#2#JBHDUX010000037.1	156599
HG03834	haplotype2	HG03834#2#JBHDUX010000043.1	155657
HG03834	haplotype2	HG03834#2#JBHDUX010000038.1	152087
HG03834	haplotype2	HG03834#2#JBHDUX010000040.1	150949
HG03834	haplotype2	HG03834#2#JBHDUX010000070.1	149391
HG03834	haplotype2	HG03834#2#JBHDUX010000060.1	139185
HG03834	haplotype2	HG03834#2#JBHDUX010000065.1	138295
HG03834	haplotype2	HG03834#2#JBHDUX010000073.1	133209
HG03834	haplotype2	HG03834#2#JBHDUX010000076.1	118808
HG03834	haplotype2	HG03834#2#JBHDUX010000032.1	111160
HG03834	haplotype2	HG03834#2#JBHDUX010000078.1	106341
HG03834	haplotype2	HG03834#2#JBHDUX010000063.1	102664
HG03834	haplotype2	HG03834#2#JBHDUX010000079.1	95885
HG03834	haplotype2	HG03834#2#JBHDUX010000041.1	86416
HG03834	haplotype2	HG03834#2#JBHDUX010000083.1	82915
HG03834	haplotype2	HG03834#2#JBHDUX010000085.1	81712
HG03834	haplotype2	HG03834#2#JBHDUX010000080.1	77164
HG03834	haplotype2	HG03834#2#JBHDUX010000072.1	75933
HG03834	haplotype2	HG03834#2#JBHDUX010000074.1	72752
HG03834	haplotype2	HG03834#2#JBHDUX010000029.1	69374
HG03834	haplotype2	HG03834#2#JBHDUX010000023.1	69191
HG03834	haplotype2	HG03834#2#JBHDUX010000068.1	68554
HG03834	haplotype2	HG03834#2#JBHDUX010000059.1	66381
HG03834	haplotype2	HG03834#2#JBHDUX010000071.1	65639
HG03834	haplotype2	HG03834#2#JBHDUX010000025.1	65327
HG03834	haplotype2	HG03834#2#JBHDUX010000081.1	61270
HG03834	haplotype2	HG03834#2#JBHDUX010000069.1	58530
HG03834	haplotype2	HG03834#2#JBHDUX010000075.1	58331
HG03834	haplotype2	HG03834#2#JBHDUX010000082.1	57553
HG03834	haplotype2	HG03834#2#JBHDUX010000042.1	57107
HG03834	haplotype2	HG03834#2#JBHDUX010000031.1	55404
HG03834	haplotype2	HG03834#2#JBHDUX010000039.1	55395
HG03834	haplotype2	HG03834#2#JBHDUX010000084.1	54952
HG03834	haplotype2	HG03834#2#JBHDUX010000086.1	16570
HG04228	haplotype1	HG04228#1#CM088477.1	244979451
HG04228	haplotype1	HG04228#1#CM088478.1	242274540
HG04228	haplotype1	HG04228#1#CM088479.1	182781441
HG04228	haplotype1	HG04228#1#CM088480.1	171288182
HG04228	haplotype1	HG04228#1#CM088481.1	161663945
HG04228	haplotype1	HG04228#1#CM088482.1	145039848
HG04228	haplotype1	HG04228#1#JBHIHA010000054.1	141368395
HG04228	haplotype1	HG04228#1#CM088483.1	138657563
HG04228	haplotype1	HG04228#1#CM088484.1	135278595
HG04228	haplotype1	HG04228#1#CM088486.1	134915227
HG04228	haplotype1	HG04228#1#CM088485.1	134235968
HG04228	haplotype1	HG04228#1#JBHIHA010000007.1	97886945
HG04228	haplotype1	HG04228#1#JBHIHA010000048.1	97853579
HG04228	haplotype1	HG04228#1#CM088487.1	92672793
HG04228	haplotype1	HG04228#1#JBHIHA010000055.1	92104838
HG04228	haplotype1	HG04228#1#JBHIHA010000013.1	91720671
HG04228	haplotype1	HG04228#1#JBHIHA010000003.1	88242300
HG04228	haplotype1	HG04228#1#CM088488.1	83759772
HG04228	haplotype1	HG04228#1#CM088490.1	67067605
HG04228	haplotype1	HG04228#1#JBHIHA010000056.1	62093588
HG04228	haplotype1	HG04228#1#CM088489.1	61380755
HG04228	haplotype1	HG04228#1#JBHIHA010000058.1	51786468
HG04228	haplotype1	HG04228#1#JBHIHA010000011.1	43826376
HG04228	haplotype1	HG04228#1#JBHIHA010000005.1	40724730
HG04228	haplotype1	HG04228#1#JBHIHA010000006.1	28397272
HG04228	haplotype1	HG04228#1#JBHIHA010000010.1	21863324
HG04228	haplotype1	HG04228#1#JBHIHA010000060.1	21149156
HG04228	haplotype1	HG04228#1#JBHIHA010000014.1	18930560
HG04228	haplotype1	HG04228#1#JBHIHA010000016.1	5514486
HG04228	haplotype1	HG04228#1#JBHIHA010000064.1	4895203
HG04228	haplotype1	HG04228#1#JBHIHA010000066.1	4242173
HG04228	haplotype1	HG04228#1#JBHIHA010000059.1	2964973
HG04228	haplotype1	HG04228#1#JBHIHA010000062.1	2872921
HG04228	haplotype1	HG04228#1#JBHIHA010000015.1	2716331
HG04228	haplotype1	HG04228#1#JBHIHA010000063.1	1964883
HG04228	haplotype1	HG04228#1#JBHIHA010000017.1	1738967
HG04228	haplotype1	HG04228#1#JBHIHA010000024.1	1535268
HG04228	haplotype1	HG04228#1#JBHIHA010000065.1	1421880
HG04228	haplotype1	HG04228#1#JBHIHA010000067.1	996635
HG04228	haplotype1	HG04228#1#JBHIHA010000018.1	766756
HG04228	haplotype1	HG04228#1#JBHIHA010000084.1	515073
HG04228	haplotype1	HG04228#1#JBHIHA010000027.1	445058
HG04228	haplotype1	HG04228#1#JBHIHA010000068.1	359173
HG04228	haplotype1	HG04228#1#JBHIHA010000022.1	296599
HG04228	haplotype1	HG04228#1#JBHIHA010000070.1	294181
HG04228	haplotype1	HG04228#1#JBHIHA010000033.1	291443
HG04228	haplotype1	HG04228#1#JBHIHA010000075.1	286945
HG04228	haplotype1	HG04228#1#JBHIHA010000076.1	261739
HG04228	haplotype1	HG04228#1#JBHIHA010000020.1	235290
HG04228	haplotype1	HG04228#1#JBHIHA010000019.1	217241
HG04228	haplotype1	HG04228#1#JBHIHA010000082.1	197133
HG04228	haplotype1	HG04228#1#JBHIHA010000030.1	188388
HG04228	haplotype1	HG04228#1#JBHIHA010000036.1	181435
HG04228	haplotype1	HG04228#1#JBHIHA010000069.1	160698
HG04228	haplotype1	HG04228#1#JBHIHA010000072.1	143933
HG04228	haplotype1	HG04228#1#JBHIHA010000034.1	141315
HG04228	haplotype1	HG04228#1#JBHIHA010000031.1	141052
HG04228	haplotype1	HG04228#1#JBHIHA010000080.1	138441
HG04228	haplotype1	HG04228#1#JBHIHA010000023.1	124346
HG04228	haplotype1	HG04228#1#JBHIHA010000028.1	120161
HG04228	haplotype1	HG04228#1#JBHIHA010000079.1	113082
HG04228	haplotype1	HG04228#1#JBHIHA010000089.1	111793
HG04228	haplotype1	HG04228#1#JBHIHA010000083.1	109895
HG04228	haplotype1	HG04228#1#JBHIHA010000074.1	104999
HG04228	haplotype1	HG04228#1#JBHIHA010000078.1	96484
HG04228	haplotype1	HG04228#1#JBHIHA010000037.1	94624
HG04228	haplotype1	HG04228#1#JBHIHA010000043.1	92904
HG04228	haplotype1	HG04228#1#JBHIHA010000087.1	86310
HG04228	haplotype1	HG04228#1#JBHIHA010000021.1	85057
HG04228	haplotype1	HG04228#1#JBHIHA010000029.1	82998
HG04228	haplotype1	HG04228#1#JBHIHA010000090.1	79285
HG04228	haplotype1	HG04228#1#JBHIHA010000040.1	78812
HG04228	haplotype1	HG04228#1#JBHIHA010000085.1	73784
HG04228	haplotype1	HG04228#1#JBHIHA010000045.1	71174
HG04228	haplotype1	HG04228#1#JBHIHA010000038.1	70079
HG04228	haplotype1	HG04228#1#JBHIHA010000081.1	67672
HG04228	haplotype1	HG04228#1#JBHIHA010000035.1	66170
HG04228	haplotype1	HG04228#1#JBHIHA010000073.1	65463
HG04228	haplotype1	HG04228#1#JBHIHA010000026.1	64542
HG04228	haplotype1	HG04228#1#JBHIHA010000032.1	60678
HG04228	haplotype1	HG04228#1#JBHIHA010000077.1	59428
HG04228	haplotype1	HG04228#1#JBHIHA010000092.1	58909
HG04228	haplotype1	HG04228#1#JBHIHA010000042.1	56512
HG04228	haplotype1	HG04228#1#JBHIHA010000044.1	56432
HG04228	haplotype1	HG04228#1#JBHIHA010000093.1	55542
HG04228	haplotype1	HG04228#1#JBHIHA010000091.1	54853
HG04228	haplotype1	HG04228#1#JBHIHA010000039.1	52888
HG04228	haplotype1	HG04228#1#JBHIHA010000041.1	51928
HG04228	haplotype1	HG04228#1#JBHIHA010000046.1	51499
HG04228	haplotype1	HG04228#1#JBHIHA010000071.1	51244
HG04228	haplotype1	HG04228#1#JBHIHA010000088.1	51202
HG04228	haplotype1	HG04228#1#JBHIHA010000086.1	50605
HG04228	haplotype1	HG04228#1#JBHIHA010000025.1	50300
HG04228	haplotype2	HG04228#2#CM088505.1	247272553
HG04228	haplotype2	HG04228#2#CM088506.1	242128779
HG04228	haplotype2	HG04228#2#CM088507.1	183368546
HG04228	haplotype2	HG04228#2#CM088508.1	171550315
HG04228	haplotype2	HG04228#2#CM088509.1	160959743
HG04228	haplotype2	HG04228#2#CM088510.1	144600868
HG04228	haplotype2	HG04228#2#JBHIHB010000005.1	140750022
HG04228	haplotype2	HG04228#2#CM088511.1	135975564
HG04228	haplotype2	HG04228#2#CM088512.1	135255137
HG04228	haplotype2	HG04228#2#CM088513.1	134981439
HG04228	haplotype2	HG04228#2#CM088514.1	133433957
HG04228	haplotype2	HG04228#2#CM088515.1	98546249
HG04228	haplotype2	HG04228#2#JBHIHB010000014.1	97269161
HG04228	haplotype2	HG04228#2#JBHIHB010000045.1	93323390
HG04228	haplotype2	HG04228#2#JBHIHB010000038.1	93161527
HG04228	haplotype2	HG04228#2#CM088516.1	88717784
HG04228	haplotype2	HG04228#2#JBHIHB010000003.1	86589911
HG04228	haplotype2	HG04228#2#CM088517.1	85289906
HG04228	haplotype2	HG04228#2#JBHIHB010000044.1	82981490
HG04228	haplotype2	HG04228#2#JBHIHB010000047.1	71274496
HG04228	haplotype2	HG04228#2#CM088519.1	65849258
HG04228	haplotype2	HG04228#2#CM088518.1	61730881
HG04228	haplotype2	HG04228#2#JBHIHB010000037.1	61331326
HG04228	haplotype2	HG04228#2#JBHIHB010000013.1	51814955
HG04228	haplotype2	HG04228#2#JBHIHB010000001.1	44399647
HG04228	haplotype2	HG04228#2#JBHIHB010000010.1	41260750
HG04228	haplotype2	HG04228#2#JBHIHB010000049.1	21234113
HG04228	haplotype2	HG04228#2#JBHIHB010000015.1	20412172
HG04228	haplotype2	HG04228#2#JBHIHB010000016.1	6804518
HG04228	haplotype2	HG04228#2#JBHIHB010000046.1	2968032
HG04228	haplotype2	HG04228#2#JBHIHB010000041.1	2614141
HG04228	haplotype2	HG04228#2#JBHIHB010000022.1	2222324
HG04228	haplotype2	HG04228#2#JBHIHB010000017.1	1522503
HG04228	haplotype2	HG04228#2#JBHIHB010000050.1	1509843
HG04228	haplotype2	HG04228#2#JBHIHB010000021.1	1424164
HG04228	haplotype2	HG04228#2#JBHIHB010000053.1	1020924
HG04228	haplotype2	HG04228#2#JBHIHB010000052.1	538684
HG04228	haplotype2	HG04228#2#JBHIHB010000031.1	524112
HG04228	haplotype2	HG04228#2#JBHIHB010000018.1	256267
HG04228	haplotype2	HG04228#2#JBHIHB010000020.1	251891
HG04228	haplotype2	HG04228#2#JBHIHB010000024.1	244762
HG04228	haplotype2	HG04228#2#JBHIHB010000025.1	198471
HG04228	haplotype2	HG04228#2#JBHIHB010000059.1	164288
HG04228	haplotype2	HG04228#2#JBHIHB010000055.1	150516
HG04228	haplotype2	HG04228#2#JBHIHB010000027.1	140683
HG04228	haplotype2	HG04228#2#JBHIHB010000051.1	133888
HG04228	haplotype2	HG04228#2#JBHIHB010000019.1	128525
HG04228	haplotype2	HG04228#2#JBHIHB010000054.1	120576
HG04228	haplotype2	HG04228#2#JBHIHB010000030.1	103638
HG04228	haplotype2	HG04228#2#JBHIHB010000026.1	100091
HG04228	haplotype2	HG04228#2#JBHIHB010000029.1	90806
HG04228	haplotype2	HG04228#2#JBHIHB010000057.1	89572
HG04228	haplotype2	HG04228#2#JBHIHB010000056.1	80832
HG04228	haplotype2	HG04228#2#JBHIHB010000058.1	79509
HG04228	haplotype2	HG04228#2#JBHIHB010000048.1	79506
HG04228	haplotype2	HG04228#2#JBHIHB010000033.1	79401
HG04228	haplotype2	HG04228#2#JBHIHB010000023.1	78377
HG04228	haplotype2	HG04228#2#JBHIHB010000032.1	73199
HG04228	haplotype2	HG04228#2#JBHIHB010000061.1	67431
HG04228	haplotype2	HG04228#2#JBHIHB010000028.1	50531
HG04228	haplotype2	HG04228#2#JBHIHB010000060.1	50224
HG04228	haplotype2	HG04228#2#JBHIHB010000062.1	16570
HG06807	haplotype1	HG06807#1#CM101395.1	247769693
HG06807	haplotype1	HG06807#1#CM101396.1	244346724
HG06807	haplotype1	HG06807#1#CM101397.1	202556134
HG06807	haplotype1	HG06807#1#CM101398.1	190448526
HG06807	haplotype1	HG06807#1#CM101399.1	182149967
HG06807	haplotype1	HG06807#1#CM101400.1	172018463
HG06807	haplotype1	HG06807#1#CM101401.1	161226553
HG06807	haplotype1	HG06807#1#CM101417.1	154091411
HG06807	haplotype1	HG06807#1#CM101402.1	146188326
HG06807	haplotype1	HG06807#1#CM101403.1	136209129
HG06807	haplotype1	HG06807#1#CM101405.1	134716159
HG06807	haplotype1	HG06807#1#CM101404.1	134510311
HG06807	haplotype1	HG06807#1#CM101406.1	133492989
HG06807	haplotype1	HG06807#1#CM101407.1	106744095
HG06807	haplotype1	HG06807#1#CM101408.1	103033217
HG06807	haplotype1	HG06807#1#CM101409.1	98817676
HG06807	haplotype1	HG06807#1#CM101410.1	90505386
HG06807	haplotype1	HG06807#1#CM101411.1	83721312
HG06807	haplotype1	HG06807#1#CM101412.1	80492793
HG06807	haplotype1	HG06807#1#CM101414.1	66521106
HG06807	haplotype1	HG06807#1#CM101413.1	63523040
HG06807	haplotype1	HG06807#1#CM101416.1	48384154
HG06807	haplotype1	HG06807#1#CM101415.1	43903639
HG06807	haplotype2	HG06807#2#CM101429.1	247024343
HG06807	haplotype2	HG06807#2#CM101430.1	242507436
HG06807	haplotype2	HG06807#2#CM101431.1	201412341
HG06807	haplotype2	HG06807#2#CM101432.1	192392786
HG06807	haplotype2	HG06807#2#CM101433.1	183839769
HG06807	haplotype2	HG06807#2#CM101434.1	171872025
HG06807	haplotype2	HG06807#2#CM101435.1	160164195
HG06807	haplotype2	HG06807#2#CM101451.1	153709541
HG06807	haplotype2	HG06807#2#CM101436.1	147174836
HG06807	haplotype2	HG06807#2#CM101440.1	134857747
HG06807	haplotype2	HG06807#2#CM101439.1	134800386
HG06807	haplotype2	HG06807#2#CM101438.1	134377711
HG06807	haplotype2	HG06807#2#CM101437.1	129071659
HG06807	haplotype2	HG06807#2#CM101441.1	109439378
HG06807	haplotype2	HG06807#2#CM101442.1	100407932
HG06807	haplotype2	HG06807#2#CM101443.1	98030079
HG06807	haplotype2	HG06807#2#CM101444.1	91592379
HG06807	haplotype2	HG06807#2#CM101445.1	84214674
HG06807	haplotype2	HG06807#2#CM101446.1	81158628
HG06807	haplotype2	HG06807#2#CM101448.1	66228142
HG06807	haplotype2	HG06807#2#CM101447.1	62746178
HG06807	haplotype2	HG06807#2#CM101450.1	48474193
HG06807	haplotype2	HG06807#2#CM101449.1	43389355
HG06807	haplotype2	HG06807#2#JBKABR010000024.1	16567
NA18522	haplotype1	NA18522#1#CM087171.1	244201428
NA18522	haplotype1	NA18522#1#CM087172.1	242583114
NA18522	haplotype1	NA18522#1#CM087173.1	202959151
NA18522	haplotype1	NA18522#1#CM087174.1	192547190
NA18522	haplotype1	NA18522#1#CM087175.1	181232730
NA18522	haplotype1	NA18522#1#CM087176.1	171084107
NA18522	haplotype1	NA18522#1#CM087177.1	159638226
NA18522	haplotype1	NA18522#1#CM087178.1	141194160
NA18522	haplotype1	NA18522#1#JBHDWC010000008.1	134926950
NA18522	haplotype1	NA18522#1#CM087179.1	134499718
NA18522	haplotype1	NA18522#1#CM087180.1	134265343
NA18522	haplotype1	NA18522#1#JBHDWC010000002.1	104120223
NA18522	haplotype1	NA18522#1#JBHDWC010000009.1	100716439
NA18522	haplotype1	NA18522#1#JBHDWC010000007.1	96450446
NA18522	haplotype1	NA18522#1#CM087181.1	95759576
NA18522	haplotype1	NA18522#1#JBHDWC010000012.1	95218552
NA18522	haplotype1	NA18522#1#CM087182.1	84120155
NA18522	haplotype1	NA18522#1#CM087183.1	82147819
NA18522	haplotype1	NA18522#1#CM087185.1	67690434
NA18522	haplotype1	NA18522#1#CM087184.1	64067528
NA18522	haplotype1	NA18522#1#JBHDWC010000016.1	45946466
NA18522	haplotype1	NA18522#1#JBHDWC010000045.1	44553145
NA18522	haplotype1	NA18522#1#JBHDWC010000048.1	34645722
NA18522	haplotype1	NA18522#1#JBHDWC010000013.1	30779431
NA18522	haplotype1	NA18522#1#JBHDWC010000053.1	23741641
NA18522	haplotype1	NA18522#1#JBHDWC010000017.1	5853039
NA18522	haplotype1	NA18522#1#JBHDWC010000014.1	5542840
NA18522	haplotype1	NA18522#1#JBHDWC010000059.1	3174918
NA18522	haplotype1	NA18522#1#JBHDWC010000063.1	3065750
NA18522	haplotype1	NA18522#1#JBHDWC010000061.1	3031137
NA18522	haplotype1	NA18522#1#JBHDWC010000058.1	2895798
NA18522	haplotype1	NA18522#1#JBHDWC010000062.1	2640674
NA18522	haplotype1	NA18522#1#JBHDWC010000054.1	1568740
NA18522	haplotype1	NA18522#1#JBHDWC010000041.1	1086753
NA18522	haplotype1	NA18522#1#JBHDWC010000064.1	924241
NA18522	haplotype1	NA18522#1#JBHDWC010000057.1	877357
NA18522	haplotype1	NA18522#1#JBHDWC010000020.1	770749
NA18522	haplotype1	NA18522#1#JBHDWC010000018.1	573740
NA18522	haplotype1	NA18522#1#JBHDWC010000060.1	440754
NA18522	haplotype1	NA18522#1#JBHDWC010000023.1	283611
NA18522	haplotype1	NA18522#1#JBHDWC010000071.1	254012
NA18522	haplotype1	NA18522#1#JBHDWC010000037.1	240942
NA18522	haplotype1	NA18522#1#JBHDWC010000027.1	195407
NA18522	haplotype1	NA18522#1#JBHDWC010000026.1	186045
NA18522	haplotype1	NA18522#1#JBHDWC010000030.1	184885
NA18522	haplotype1	NA18522#1#JBHDWC010000022.1	184226
NA18522	haplotype1	NA18522#1#JBHDWC010000043.1	161325
NA18522	haplotype1	NA18522#1#JBHDWC010000084.1	145493
NA18522	haplotype1	NA18522#1#JBHDWC010000031.1	134510
NA18522	haplotype1	NA18522#1#JBHDWC010000028.1	134191
NA18522	haplotype1	NA18522#1#JBHDWC010000075.1	127409
NA18522	haplotype1	NA18522#1#JBHDWC010000019.1	122379
NA18522	haplotype1	NA18522#1#JBHDWC010000066.1	111895
NA18522	haplotype1	NA18522#1#JBHDWC010000067.1	109853
NA18522	haplotype1	NA18522#1#JBHDWC010000055.1	108611
NA18522	haplotype1	NA18522#1#JBHDWC010000065.1	108571
NA18522	haplotype1	NA18522#1#JBHDWC010000024.1	103549
NA18522	haplotype1	NA18522#1#JBHDWC010000036.1	102967
NA18522	haplotype1	NA18522#1#JBHDWC010000083.1	100552
NA18522	haplotype1	NA18522#1#JBHDWC010000032.1	100476
NA18522	haplotype1	NA18522#1#JBHDWC010000077.1	90001
NA18522	haplotype1	NA18522#1#JBHDWC010000070.1	82822
NA18522	haplotype1	NA18522#1#JBHDWC010000056.1	82525
NA18522	haplotype1	NA18522#1#JBHDWC010000021.1	81989
NA18522	haplotype1	NA18522#1#JBHDWC010000033.1	80734
NA18522	haplotype1	NA18522#1#JBHDWC010000040.1	77065
NA18522	haplotype1	NA18522#1#JBHDWC010000073.1	74139
NA18522	haplotype1	NA18522#1#JBHDWC010000034.1	72738
NA18522	haplotype1	NA18522#1#JBHDWC010000081.1	71838
NA18522	haplotype1	NA18522#1#JBHDWC010000068.1	70831
NA18522	haplotype1	NA18522#1#JBHDWC010000082.1	69802
NA18522	haplotype1	NA18522#1#JBHDWC010000069.1	68349
NA18522	haplotype1	NA18522#1#JBHDWC010000078.1	66992
NA18522	haplotype1	NA18522#1#JBHDWC010000025.1	65404
NA18522	haplotype1	NA18522#1#JBHDWC010000042.1	63793
NA18522	haplotype1	NA18522#1#JBHDWC010000035.1	62517
NA18522	haplotype1	NA18522#1#JBHDWC010000039.1	60494
NA18522	haplotype1	NA18522#1#JBHDWC010000080.1	56112
NA18522	haplotype1	NA18522#1#JBHDWC010000072.1	55430
NA18522	haplotype1	NA18522#1#JBHDWC010000086.1	55174
NA18522	haplotype1	NA18522#1#JBHDWC010000029.1	54470
NA18522	haplotype1	NA18522#1#JBHDWC010000076.1	53103
NA18522	haplotype1	NA18522#1#JBHDWC010000038.1	52645
NA18522	haplotype1	NA18522#1#JBHDWC010000085.1	52141
NA18522	haplotype1	NA18522#1#JBHDWC010000079.1	51785
NA18522	haplotype1	NA18522#1#JBHDWC010000074.1	51248
NA18522	haplotype2	NA18522#2#CM087186.1	249651698
NA18522	haplotype2	NA18522#2#CM087187.1	241937437
NA18522	haplotype2	NA18522#2#CM087188.1	202593669
NA18522	haplotype2	NA18522#2#CM087189.1	190643852
NA18522	haplotype2	NA18522#2#CM087190.1	183690016
NA18522	haplotype2	NA18522#2#CM087191.1	172324866
NA18522	haplotype2	NA18522#2#CM087192.1	160349411
NA18522	haplotype2	NA18522#2#JBHDWD010000038.1	147832173
NA18522	haplotype2	NA18522#2#CM087195.1	135472341
NA18522	haplotype2	NA18522#2#CM087196.1	135094631
NA18522	haplotype2	NA18522#2#CM087194.1	134789384
NA18522	haplotype2	NA18522#2#CM087193.1	134238457
NA18522	haplotype2	NA18522#2#CM087197.1	111275721
NA18522	haplotype2	NA18522#2#JBHDWD010000004.1	100655005
NA18522	haplotype2	NA18522#2#JBHDWD010000047.1	96643328
NA18522	haplotype2	NA18522#2#CM087198.1	94013790
NA18522	haplotype2	NA18522#2#JBHDWD010000006.1	87666608
NA18522	haplotype2	NA18522#2#JBHDWD010000009.1	83922579
NA18522	haplotype2	NA18522#2#CM087199.1	79951350
NA18522	haplotype2	NA18522#2#CM087201.1	65819350
NA18522	haplotype2	NA18522#2#CM087200.1	59380138
NA18522	haplotype2	NA18522#2#JBHDWD010000012.1	45073429
NA18522	haplotype2	NA18522#2#JBHDWD010000007.1	42874344
NA18522	haplotype2	NA18522#2#JBHDWD010000013.1	40299261
NA18522	haplotype2	NA18522#2#JBHDWD010000049.1	12930268
NA18522	haplotype2	NA18522#2#JBHDWD010000014.1	6161404
NA18522	haplotype2	NA18522#2#JBHDWD010000050.1	4634208
NA18522	haplotype2	NA18522#2#JBHDWD010000054.1	2770637
NA18522	haplotype2	NA18522#2#JBHDWD010000015.1	976196
NA18522	haplotype2	NA18522#2#JBHDWD010000019.1	768303
NA18522	haplotype2	NA18522#2#JBHDWD010000058.1	757706
NA18522	haplotype2	NA18522#2#JBHDWD010000051.1	729424
NA18522	haplotype2	NA18522#2#JBHDWD010000053.1	695013
NA18522	haplotype2	NA18522#2#JBHDWD010000052.1	509160
NA18522	haplotype2	NA18522#2#JBHDWD010000056.1	469735
NA18522	haplotype2	NA18522#2#JBHDWD010000021.1	464350
NA18522	haplotype2	NA18522#2#JBHDWD010000055.1	364858
NA18522	haplotype2	NA18522#2#JBHDWD010000057.1	279010
NA18522	haplotype2	NA18522#2#JBHDWD010000067.1	228590
NA18522	haplotype2	NA18522#2#JBHDWD010000062.1	176782
NA18522	haplotype2	NA18522#2#JBHDWD010000023.1	175249
NA18522	haplotype2	NA18522#2#JBHDWD010000016.1	170450
NA18522	haplotype2	NA18522#2#JBHDWD010000065.1	145359
NA18522	haplotype2	NA18522#2#JBHDWD010000017.1	144967
NA18522	haplotype2	NA18522#2#JBHDWD010000031.1	138846
NA18522	haplotype2	NA18522#2#JBHDWD010000066.1	134524
NA18522	haplotype2	NA18522#2#JBHDWD010000026.1	134196
NA18522	haplotype2	NA18522#2#JBHDWD010000028.1	123742
NA18522	haplotype2	NA18522#2#JBHDWD010000025.1	119620
NA18522	haplotype2	NA18522#2#JBHDWD010000059.1	119371
NA18522	haplotype2	NA18522#2#JBHDWD010000068.1	119367
NA18522	haplotype2	NA18522#2#JBHDWD010000036.1	108306
NA18522	haplotype2	NA18522#2#JBHDWD010000060.1	100111
NA18522	haplotype2	NA18522#2#JBHDWD010000029.1	98719
NA18522	haplotype2	NA18522#2#JBHDWD010000037.1	90630
NA18522	haplotype2	NA18522#2#JBHDWD010000033.1	88333
NA18522	haplotype2	NA18522#2#JBHDWD010000032.1	88157
NA18522	haplotype2	NA18522#2#JBHDWD010000035.1	83571
NA18522	haplotype2	NA18522#2#JBHDWD010000022.1	70669
NA18522	haplotype2	NA18522#2#JBHDWD010000024.1	70616
NA18522	haplotype2	NA18522#2#JBHDWD010000071.1	68112
NA18522	haplotype2	NA18522#2#JBHDWD010000074.1	67776
NA18522	haplotype2	NA18522#2#JBHDWD010000077.1	66307
NA18522	haplotype2	NA18522#2#JBHDWD010000073.1	64278
NA18522	haplotype2	NA18522#2#JBHDWD010000070.1	63665
NA18522	haplotype2	NA18522#2#JBHDWD010000072.1	62477
NA18522	haplotype2	NA18522#2#JBHDWD010000063.1	61205
NA18522	haplotype2	NA18522#2#JBHDWD010000018.1	60184
NA18522	haplotype2	NA18522#2#JBHDWD010000034.1	58569
NA18522	haplotype2	NA18522#2#JBHDWD010000030.1	57692
NA18522	haplotype2	NA18522#2#JBHDWD010000020.1	55464
NA18522	haplotype2	NA18522#2#JBHDWD010000076.1	54131
NA18522	haplotype2	NA18522#2#JBHDWD010000075.1	53758
NA18522	haplotype2	NA18522#2#JBHDWD010000061.1	52920
NA18522	haplotype2	NA18522#2#JBHDWD010000027.1	52371
