sample	contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
T2T16	haplotype2-0000113	27607	haplotype2	chr11	27570	0	0	non_satellite
T2T16	haplotype2-0000114	89764	haplotype2	chr13	86815	86815	1	satellite
T2T16	haplotype2-0000115	53253	haplotype2	chr19	53272	0	0	non_satellite
T2T16	haplotype2-0000157	105977	haplotype2	chrX	105939	0	0	non_satellite
T2T16	haplotype2-0000158	87358	haplotype2	chr2	87322	0	0	non_satellite
T2T16	haplotype2-0000118	52400	haplotype2	chrX	52376	0	0	non_satellite
T2T16	haplotype2-0000159	97089	haplotype2	chr7	435094	96500	0.221791	non_satellite
T2T16	unassigned-0000730	85145	unassigned	chr22	85138	0	0	non_satellite
T2T16	unassigned-0000773	239788	unassigned	chr13	846190	256165	0.302728	non_satellite
T2T16	unassigned-0000733	142180	unassigned	chr21	43910	43910	1	satellite
T2T16	unassigned-0000734	133789	unassigned	chr22	119713	119713	1	satellite
T2T16	unassigned-0000461	108234	unassigned	chr21	22418	22418	1	satellite
T2T16	unassigned-0000420	200862	unassigned	chr14	399022	199511	0.5	satellite
T2T16	unassigned-0000777	215389	unassigned	chr6	215358	0	0	non_satellite
T2T16	unassigned-0000736	88398	unassigned	chr14	60183	60183	1	satellite
T2T16	unassigned-0000421	28657	unassigned	chr8	28678	0	0	non_satellite
T2T16	unassigned-0000737	122605	unassigned	chr16	367797	122599	0.333333	non_satellite
T2T16	unassigned-0000738	32700	unassigned	chr16	32679	32679	1	satellite
T2T16	unassigned-0000739	60024	unassigned	chr16	300240	60048	0.2	non_satellite
T2T16	unassigned-0000465	51166	unassigned	chr21	101372	50686	0.5	satellite
T2T16	unassigned-0000191	102258	unassigned	chr15	106200	0	0	non_satellite
T2T16	unassigned-0000192	33712	unassigned	chr15	33724	0	0	non_satellite
T2T16	unassigned-0000425	28679	unassigned	chr7	28698	0	0	non_satellite
T2T16	unassigned-0000467	46921	unassigned	chr14	46892	0	0	non_satellite
T2T16	unassigned-0000193	77478	unassigned	chr16	77469	0	0	non_satellite
T2T16	unassigned-0000426	115671	unassigned	chr21	52372	52372	1	satellite
T2T16	unassigned-0000194	113880	unassigned	chr16	113902	0	0	non_satellite
T2T16	unassigned-0000195	55237	unassigned	chr16	55232	0	0	non_satellite
T2T16	unassigned-0000196	47076	unassigned	chr16	47046	0	0	non_satellite
T2T16	unassigned-0000197	17800	unassigned	chr16	17770	0	0	non_satellite
T2T16	unassigned-0000198	103249	unassigned	chrX	103237	0	0	non_satellite
T2T16	unassigned-0000581	69980	unassigned	chr14	69960	0	0	non_satellite
T2T16	unassigned-0000540	62798	unassigned	chr22	61292	61292	1	satellite
T2T16	unassigned-0000541	87149	unassigned	chr14	44103	44103	1	satellite
T2T16	unassigned-0000583	169194	unassigned	chr14	1401424	156103	0.111389	non_satellite
T2T16	unassigned-0000542	66991	unassigned	chr16	411823	67528	0.163973	non_satellite
T2T16	unassigned-0000543	79072	unassigned	chr13	77771	77771	1	satellite
T2T16	unassigned-0000270	95746	unassigned	chrX	95742	0	0	non_satellite
T2T16	unassigned-0000585	305021	unassigned	chr14	1514605	298408	0.19702	non_satellite
T2T16	unassigned-0000503	91390	unassigned	chr14	19747	19747	1	satellite
T2T16	unassigned-0000230	32281	unassigned	chr8	32263	0	0	non_satellite
T2T16	unassigned-0000587	207161	unassigned	chr14	1525796	194435	0.127432	non_satellite
T2T16	unassigned-0000546	32639	unassigned	chr16	163035	32607	0.2	non_satellite
T2T16	unassigned-0000272	75893	unassigned	chr16	75931	0	0	non_satellite
T2T16	unassigned-0000273	96838	unassigned	chr13	85571	85571	1	satellite
T2T16	unassigned-0000506	97051	unassigned	chr9	103694	0	0	non_satellite
T2T16	unassigned-0000232	29752	unassigned	chr19	29725	0	0	non_satellite
T2T16	unassigned-0000274	51428	unassigned	chr16	51414	0	0	non_satellite
T2T16	unassigned-0000233	125559	unassigned	chr2	125438	0	0	non_satellite
T2T16	unassigned-0000275	49473	unassigned	chr22	26219	26219	1	satellite
T2T16	unassigned-0000508	116315	unassigned	chr13	238036	119018	0.5	satellite
T2T16	unassigned-0000234	65431	unassigned	chr2	65426	0	0	non_satellite
T2T16	unassigned-0000509	221598	unassigned	chr13	457322	228661	0.5	satellite
T2T16	unassigned-0000235	41461	unassigned	chr2	41423	0	0	non_satellite
T2T16	unassigned-0000237	45819	unassigned	chr8	45800	0	0	non_satellite
T2T16	unassigned-0000279	142518	unassigned	chr19	142551	0	0	non_satellite
T2T16	unassigned-0000238	195592	unassigned	chr16	931985	123630	0.132652	non_satellite
T2T16	unassigned-0000239	178198	unassigned	chr20	178038	178038	1	satellite
T2T16	haplotype2-0000081	3929280	haplotype2	chr21	12413902	2352265	0.189486	non_satellite
T2T16	haplotype2-0000082	2996448	haplotype2	chr22	5888253	1766666	0.300032	non_satellite
T2T16	haplotype2-0000083	1116923	haplotype2	chr22	27955830	1258799	0.0450281	non_satellite
T2T16	haplotype2-0000086	947741	haplotype2	chrX	1009739	1009739	1	satellite
T2T16	haplotype1-0000040	185045	haplotype1	chr6	212950	212950	1	satellite
T2T16	haplotype1-0000042	105414	haplotype1	chr10	105369	0	0	non_satellite
T2T16	haplotype1-0000043	182508	haplotype1	chr16	182498	0	0	non_satellite
T2T16	haplotype1-0000044	547888	haplotype1	chr16	547866	0	0	non_satellite
T2T16	haplotype1-0000045	55820	haplotype1	chr16	204010	56362	0.276271	non_satellite
T2T16	haplotype1-0000046	51487	haplotype1	chr8	51495	0	0	non_satellite
T2T16	haplotype1-0000049	193946	haplotype1	chr1	194111	0	0	non_satellite
T2T16	unassigned-0000660	108400	unassigned	chr9	108685	108685	1	satellite
T2T16	unassigned-0000620	57405	unassigned	chrX	57413	0	0	non_satellite
T2T16	unassigned-0000622	157997	unassigned	chr4	158108	0	0	non_satellite
T2T16	unassigned-0000623	91299	unassigned	chr4	91241	0	0	non_satellite
T2T16	unassigned-0000665	80898	unassigned	chr13	78364	78364	1	satellite
T2T16	unassigned-0000350	243323	unassigned	chr15	234726	234726	1	satellite
T2T16	unassigned-0000666	99336	unassigned	chr5	99309	0	0	non_satellite
T2T16	unassigned-0000310	93020	unassigned	chr3	92998	0	0	non_satellite
T2T16	unassigned-0000667	179086	unassigned	chr13	1801640	180164	0.1	non_satellite
T2T16	unassigned-0000393	160094	unassigned	chr22	270333	194689	0.720182	satellite
T2T16	unassigned-0000311	112238	unassigned	chr16	112234	0	0	non_satellite
T2T16	unassigned-0000668	106159	unassigned	chr5	106196	0	0	non_satellite
T2T16	unassigned-0000627	85691	unassigned	chr9	85731	85731	1	satellite
T2T16	unassigned-0000312	108390	unassigned	chr7	108395	0	0	non_satellite
T2T16	unassigned-0000669	103999	unassigned	chr16	103904	0	0	non_satellite
T2T16	unassigned-0000313	53532	unassigned	chr15	49957	49957	1	satellite
T2T16	unassigned-0000629	30619	unassigned	chr20	30629	0	0	non_satellite
T2T16	unassigned-0000397	52699	unassigned	chr21	24593	24593	1	satellite
T2T16	unassigned-0000315	84495	unassigned	chr2	84597	0	0	non_satellite
T2T16	unassigned-0000398	48178	unassigned	chr21	23828	23828	1	satellite
T2T16	unassigned-0000316	87134	unassigned	chr2	87251	0	0	non_satellite
T2T16	unassigned-0000399	40839	unassigned	chrX	34587	0	0	non_satellite
T2T16	unassigned-0000317	139296	unassigned	chr2	132874	0	0	non_satellite
T2T16	unassigned-0000319	12333	unassigned	chr19	12314	0	0	non_satellite
T2T16	haplotype2-0000160	48422	haplotype2	chr7	193692	48423	0.25	non_satellite
T2T16	haplotype2-0000161	59290	haplotype2	chr7	177867	59289	0.333333	non_satellite
T2T16	haplotype2-0000162	138533	haplotype2	chr8	33915	33915	1	satellite
T2T16	haplotype2-0000121	165420	haplotype2	chr20	165544	0	0	non_satellite
T2T16	haplotype2-0000163	414856	haplotype2	chr8	231914	231914	1	satellite
T2T16	haplotype2-0000122	179802	haplotype2	chr2	179929	0	0	non_satellite
T2T16	haplotype2-0000164	330864	haplotype2	chr13	188948	188948	1	satellite
T2T16	haplotype2-0000123	41963	haplotype2	chr15	41874	41874	1	satellite
T2T16	haplotype2-0000165	215804	haplotype2	chr13	120253	120253	1	satellite
T2T16	haplotype2-0000124	84864	haplotype2	chr13	172140	86070	0.5	satellite
T2T16	haplotype2-0000166	330125	haplotype2	chr13	157678	157678	1	satellite
T2T16	haplotype2-0000125	752822	haplotype2	chr15	722186	722186	1	satellite
T2T16	haplotype2-0000167	214918	haplotype2	chr13	109766	109766	1	satellite
T2T16	haplotype2-0000126	435440	haplotype2	chr15	435469	435469	1	satellite
T2T16	haplotype2-0000168	171701	haplotype2	chr13	38515	38515	1	satellite
T2T16	haplotype2-0000169	150328	haplotype2	chr13	126250	126250	1	satellite
T2T16	unassigned-0000740	60464	unassigned	chr12	60174	0	0	non_satellite
T2T16	unassigned-0000741	48147	unassigned	chr6	48134	0	0	non_satellite
T2T16	unassigned-0000742	26985	unassigned	chr6	26986	0	0	non_satellite
T2T16	unassigned-0000702	121426	unassigned	chr16	121382	121382	1	satellite
T2T16	unassigned-0000784	81795	unassigned	chr16	81796	0	0	non_satellite
T2T16	unassigned-0000744	116036	unassigned	chr21	88568	88568	1	satellite
T2T16	unassigned-0000703	29348	unassigned	chr16	29214	29214	1	satellite
T2T16	unassigned-0000704	38050	unassigned	chr22	38019	0	0	non_satellite
T2T16	unassigned-0000430	54989	unassigned	chr22	53441	53441	1	satellite
T2T16	unassigned-0000746	141550	unassigned	chr22	124283	124283	1	satellite
T2T16	unassigned-0000705	109645	unassigned	chr13	220868	110434	0.5	satellite
T2T16	unassigned-0000431	81918	unassigned	chr14	44103	44103	1	satellite
T2T16	unassigned-0000787	87864	unassigned	chr5	87689	0	0	non_satellite
T2T16	unassigned-0000747	52013	unassigned	chr21	23815	23815	1	satellite
T2T16	unassigned-0000706	89294	unassigned	chr16	89247	89247	1	satellite
T2T16	unassigned-0000788	46569	unassigned	chr1	46539	0	0	non_satellite
T2T16	unassigned-0000707	123267	unassigned	chr14	220862	125060	0.566236	satellite
T2T16	unassigned-0000789	57850	unassigned	chr16	452496	56562	0.125	non_satellite
T2T16	unassigned-0000749	29186	unassigned	chr15	57866	28933	0.5	satellite
T2T16	unassigned-0000475	46164	unassigned	chr5	46139	0	0	non_satellite
T2T16	unassigned-0000709	44983	unassigned	chr14	134976	44992	0.333333	non_satellite
T2T16	unassigned-0000435	78522	unassigned	chr22	74266	74266	1	satellite
T2T16	unassigned-0000436	55159	unassigned	chr8	55141	55141	1	satellite
T2T16	unassigned-0000590	90416	unassigned	chr8	90398	0	0	non_satellite
T2T16	unassigned-0000591	146000	unassigned	chr2	141766	0	0	non_satellite
T2T16	unassigned-0000551	103685	unassigned	chr8	103636	103636	1	satellite
T2T16	unassigned-0000592	29041	unassigned	chr7	29061	0	0	non_satellite
T2T16	unassigned-0000552	32774	unassigned	chr8	32744	32744	1	satellite
T2T16	unassigned-0000511	43422	unassigned	chr16	155424	38856	0.25	non_satellite
T2T16	unassigned-0000593	88993	unassigned	chr16	88970	0	0	non_satellite
T2T16	unassigned-0000594	49642	unassigned	chr19	49623	49623	1	satellite
T2T16	unassigned-0000280	97191	unassigned	chr19	97198	0	0	non_satellite
T2T16	unassigned-0000595	107838	unassigned	chr7	107839	0	0	non_satellite
T2T16	unassigned-0000596	86562	unassigned	chrX	86533	0	0	non_satellite
T2T16	unassigned-0000281	77035	unassigned	chr5	77011	0	0	non_satellite
T2T16	unassigned-0000241	33446	unassigned	chrX	33413	0	0	non_satellite
T2T16	unassigned-0000282	44983	unassigned	chr14	44956	0	0	non_satellite
T2T16	unassigned-0000515	11225	unassigned	chr16	33582	11194	0.333333	non_satellite
T2T16	unassigned-0000597	23311	unassigned	chr7	23300	0	0	non_satellite
T2T16	unassigned-0000201	58649	unassigned	chr2	58666	0	0	non_satellite
T2T16	unassigned-0000598	49991	unassigned	chr7	49274	0	0	non_satellite
T2T16	unassigned-0000284	112982	unassigned	chr18	338931	112977	0.333333	non_satellite
T2T16	unassigned-0000517	65504	unassigned	chr14	63957	63957	1	satellite
T2T16	unassigned-0000202	59914	unassigned	chr2	59976	0	0	non_satellite
T2T16	unassigned-0000599	71594	unassigned	chr16	71589	0	0	non_satellite
T2T16	unassigned-0000285	93065	unassigned	chr2	92864	0	0	non_satellite
T2T16	unassigned-0000244	142471	unassigned	chr13	142754	142754	1	satellite
T2T16	unassigned-0000286	37773	unassigned	chrX	37760	0	0	non_satellite
T2T16	unassigned-0000519	63553	unassigned	chr13	24901	24901	1	satellite
T2T16	unassigned-0000287	87935	unassigned	chr16	87960	0	0	non_satellite
T2T16	unassigned-0000288	30111	unassigned	chrX	30114	0	0	non_satellite
T2T16	unassigned-0000207	114889	unassigned	chr14	41282	41282	1	satellite
T2T16	haplotype1-0000050	199018	haplotype1	chr6	198526	0	0	non_satellite
T2T16	haplotype1-0000051	147533	haplotype1	chr6	147019	0	0	non_satellite
T2T16	haplotype1-0000052	506578	haplotype1	chr13	2079041	536819	0.258205	non_satellite
T2T16	haplotype2-0000098	2928080	haplotype2	chr21	8701617	1909838	0.219481	non_satellite
T2T16	haplotype1-0000053	191647	haplotype1	chr21	132482	132482	1	satellite
T2T16	haplotype1-0000054	571945	haplotype1	chr14	4601305	714794	0.155346	non_satellite
T2T16	haplotype1-0000055	80215	haplotype1	chr2	80527	0	0	non_satellite
T2T16	haplotype1-0000056	203707	haplotype1	chr17	203381	0	0	non_satellite
T2T16	haplotype1-0000058	220018	haplotype1	chr19	220082	0	0	non_satellite
T2T16	unassigned-0000670	127597	unassigned	chr14	46978	46978	1	satellite
T2T16	unassigned-0000671	100752	unassigned	chr19	100737	0	0	non_satellite
T2T16	unassigned-0000672	74386	unassigned	chr16	74407	0	0	non_satellite
T2T16	unassigned-0000673	36650	unassigned	chr16	36524	0	0	non_satellite
T2T16	unassigned-0000632	71298	unassigned	chr21	27261	27261	1	satellite
T2T16	unassigned-0000674	60338	unassigned	chr21	19480	19480	1	satellite
T2T16	unassigned-0000633	99775	unassigned	chr21	27779	27779	1	satellite
T2T16	unassigned-0000634	55018	unassigned	chr14	19020	19020	1	satellite
T2T16	unassigned-0000320	69197	unassigned	chr12	68741	0	0	non_satellite
T2T16	unassigned-0000676	131893	unassigned	chr11	131609	0	0	non_satellite
T2T16	unassigned-0000635	128287	unassigned	chr22	124406	124406	1	satellite
T2T16	unassigned-0000321	35561	unassigned	chr10	35540	0	0	non_satellite
T2T16	unassigned-0000636	25516	unassigned	chr10	25483	0	0	non_satellite
T2T16	unassigned-0000322	32474	unassigned	chr3	32465	0	0	non_satellite
T2T16	unassigned-0000678	154549	unassigned	chr16	153837	0	0	non_satellite
T2T16	unassigned-0000637	98107	unassigned	chr13	102291	102291	1	satellite
T2T16	unassigned-0000323	54419	unassigned	chr1	37577	0	0	non_satellite
T2T16	unassigned-0000679	106559	unassigned	chr17	106512	106512	1	satellite
T2T16	unassigned-0000324	106589	unassigned	chr16	106632	0	0	non_satellite
T2T16	unassigned-0000325	61791	unassigned	chrX	61748	0	0	non_satellite
T2T16	unassigned-0000366	82478	unassigned	chr16	82466	0	0	non_satellite
T2T16	unassigned-0000326	30349	unassigned	chrX	30305	0	0	non_satellite
T2T16	unassigned-0000369	34632	unassigned	chr8	34632	0	0	non_satellite
T2T16	unassigned-0000328	91775	unassigned	chr5	91794	0	0	non_satellite
T2T16	unassigned-0000329	32016	unassigned	chr5	31956	0	0	non_satellite
T2T16	haplotype2-0000131	167378	haplotype2	chr9	167399	0	0	non_satellite
T2T16	haplotype2-0000174	79591	haplotype2	chr16	79476	79476	1	satellite
T2T16	haplotype2-0000177	122902	haplotype2	chr7	117208	0	0	non_satellite
T2T16	haplotype2-0000136	82152	haplotype2	chr16	82117	82117	1	satellite
T2T16	haplotype2-0000137	175181	haplotype2	chr7	175186	0	0	non_satellite
T2T16	haplotype2-0000139	277550	haplotype2	chr17	457933	0	0	non_satellite
T2T16	unassigned-0000791	31337	unassigned	chr20	31327	0	0	non_satellite
T2T16	unassigned-0000792	53511	unassigned	chr19	53414	0	0	non_satellite
T2T16	unassigned-0000710	31581	unassigned	chr4	31559	0	0	non_satellite
T2T16	unassigned-0000793	84632	unassigned	chrX	84601	0	0	non_satellite
T2T16	unassigned-0000711	170384	unassigned	chr4	170371	0	0	non_satellite
T2T16	unassigned-0000794	48851	unassigned	chr12	49794	0	0	non_satellite
T2T16	unassigned-0000753	73769	unassigned	chr15	129398	64699	0.5	satellite
T2T16	unassigned-0000712	37780	unassigned	chr1	37778	37778	1	satellite
T2T16	unassigned-0000754	44711	unassigned	chr14	89256	44628	0.5	satellite
T2T16	unassigned-0000480	28650	unassigned	chr11	28655	0	0	non_satellite
T2T16	unassigned-0000713	95486	unassigned	chr15	95529	95529	1	satellite
T2T16	unassigned-0000796	25886	unassigned	chr16	25857	25857	1	satellite
T2T16	unassigned-0000755	60445	unassigned	chr8	60410	0	0	non_satellite
T2T16	unassigned-0000481	97129	unassigned	chr11	97125	0	0	non_satellite
T2T16	unassigned-0000714	23819	unassigned	chr15	23814	23814	1	satellite
T2T16	unassigned-0000797	35112	unassigned	chrX	35112	0	0	non_satellite
T2T16	unassigned-0000482	25879	unassigned	chr8	25887	25887	1	satellite
T2T16	unassigned-0000798	65671	unassigned	chr12	65663	0	0	non_satellite
T2T16	unassigned-0000757	63601	unassigned	chr1	63526	0	0	non_satellite
T2T16	unassigned-0000716	40353	unassigned	chr15	40394	40394	1	satellite
T2T16	unassigned-0000401	77894	unassigned	chr22	107385	72762	0.677581	satellite
T2T16	unassigned-0000758	59886	unassigned	chr22	58400	58400	1	satellite
T2T16	unassigned-0000717	33789	unassigned	chr15	33840	33840	1	satellite
T2T16	unassigned-0000402	41035	unassigned	chr21	19136	19136	1	satellite
T2T16	unassigned-0000718	72516	unassigned	chr22	49537	49537	1	satellite
T2T16	unassigned-0000403	55544	unassigned	chr16	55556	55556	1	satellite
T2T16	unassigned-0000404	32041	unassigned	chr16	64096	32048	0.5	satellite
T2T16	unassigned-0000488	53114	unassigned	chr6	53112	0	0	non_satellite
T2T16	unassigned-0000406	63780	unassigned	chr16	191355	63785	0.333333	non_satellite
T2T16	unassigned-0000407	45937	unassigned	chr21	19233	19233	1	satellite
T2T16	unassigned-0000449	194938	unassigned	chr5	201121	0	0	non_satellite
T2T16	unassigned-0000520	68991	unassigned	chr15	187544	70290	0.374792	non_satellite
T2T16	unassigned-0000562	103899	unassigned	chr11	103885	0	0	non_satellite
T2T16	unassigned-0000563	38015	unassigned	chr11	38014	0	0	non_satellite
T2T16	unassigned-0000522	245938	unassigned	chr13	567242	283621	0.5	satellite
T2T16	unassigned-0000290	47885	unassigned	chrX	47903	0	0	non_satellite
T2T16	unassigned-0000564	25642	unassigned	chr11	25615	0	0	non_satellite
T2T16	unassigned-0000523	45583	unassigned	chr16	167436	46095	0.275299	non_satellite
T2T16	unassigned-0000291	108674	unassigned	chr1	108659	0	0	non_satellite
T2T16	unassigned-0000566	40134	unassigned	chr5	40080	0	0	non_satellite
T2T16	unassigned-0000292	171817	unassigned	chr1	171820	0	0	non_satellite
T2T16	unassigned-0000525	141340	unassigned	chr21	124501	124501	1	satellite
T2T16	unassigned-0000567	84716	unassigned	chr5	84702	0	0	non_satellite
T2T16	unassigned-0000293	40743	unassigned	chr1	40743	0	0	non_satellite
T2T16	unassigned-0000568	34955	unassigned	chr1	34744	0	0	non_satellite
T2T16	unassigned-0000527	127227	unassigned	chr21	101690	101690	1	satellite
T2T16	unassigned-0000253	109301	unassigned	chr21	97275	97275	1	satellite
T2T16	unassigned-0000569	30191	unassigned	chr1	30084	0	0	non_satellite
T2T16	unassigned-0000528	154388	unassigned	chr21	163612	163612	1	satellite
T2T16	unassigned-0000254	53267	unassigned	chr7	53281	0	0	non_satellite
T2T16	unassigned-0000296	178356	unassigned	chrX	178354	0	0	non_satellite
T2T16	unassigned-0000529	160344	unassigned	chr13	188704	188704	1	satellite
T2T16	unassigned-0000255	37024	unassigned	chr7	37036	0	0	non_satellite
T2T16	unassigned-0000214	39961	unassigned	chr8	39952	0	0	non_satellite
T2T16	unassigned-0000256	80455	unassigned	chrX	80435	0	0	non_satellite
T2T16	unassigned-0000298	44619	unassigned	chr7	44632	0	0	non_satellite
T2T16	unassigned-0000257	102009	unassigned	chr22	11851	11851	1	satellite
T2T16	unassigned-0000216	123007	unassigned	chr14	17398	17398	1	satellite
T2T16	unassigned-0000217	34800	unassigned	chr10	34763	0	0	non_satellite
T2T16	unassigned-0000218	52331	unassigned	chr9	52261	52261	1	satellite
T2T16	haplotype1-0000060	78298	haplotype1	chr7	156468	78234	0.5	satellite
T2T16	haplotype1-0000061	75509	haplotype1	chr1	75510	0	0	non_satellite
T2T16	haplotype1-0000020	2464103	haplotype1	chr15	6568502	1558159	0.237217	non_satellite
T2T16	haplotype1-0000062	146244	haplotype1	chr5	146047	0	0	non_satellite
T2T16	haplotype1-0000063	158982	haplotype1	chr9	477015	159005	0.333333	non_satellite
T2T16	haplotype1-0000065	111955	haplotype1	chr21	45065	45065	1	satellite
T2T16	haplotype1-0000066	208769	haplotype1	chr17	208793	0	0	non_satellite
T2T16	haplotype1-0000067	253341	haplotype1	chr6	362787	362787	1	satellite
T2T16	haplotype1-0000026	102601	haplotype1	chr5	102607	0	0	non_satellite
T2T16	haplotype1-0000068	237163	haplotype1	chr6	331268	331268	1	satellite
T2T16	haplotype1-0000027	107102	haplotype1	chr9	107075	107075	1	satellite
T2T16	haplotype1-0000069	317055	haplotype1	chr4	313024	0	0	non_satellite
T2T16	haplotype1-0000028	161018	haplotype1	chr6	22758	22758	1	satellite
T2T16	haplotype1-0000029	99157	haplotype1	chr7	99150	0	0	non_satellite
T2T16	unassigned-0000680	132873	unassigned	chr11	132582	0	0	non_satellite
T2T16	unassigned-0000641	73231	unassigned	chr11	73231	0	0	non_satellite
T2T16	unassigned-0000642	62527	unassigned	chr21	25865	25865	1	satellite
T2T16	unassigned-0000601	151969	unassigned	chr21	11104	11104	1	satellite
T2T16	unassigned-0000684	135555	unassigned	chr11	135277	0	0	non_satellite
T2T16	unassigned-0000643	37116	unassigned	chr13	36813	36813	1	satellite
T2T16	unassigned-0000602	92834	unassigned	chr20	92853	92853	1	satellite
T2T16	unassigned-0000685	91401	unassigned	chr17	91398	0	0	non_satellite
T2T16	unassigned-0000644	44186	unassigned	chr16	44198	0	0	non_satellite
T2T16	unassigned-0000370	32944	unassigned	chr17	32956	0	0	non_satellite
T2T16	unassigned-0000686	71704	unassigned	chr16	71688	0	0	non_satellite
T2T16	unassigned-0000645	48876	unassigned	chr16	48899	0	0	non_satellite
T2T16	unassigned-0000604	115374	unassigned	chr14	63868	63868	1	satellite
T2T16	unassigned-0000687	48354	unassigned	chr7	48362	0	0	non_satellite
T2T16	unassigned-0000605	76679	unassigned	chr22	74352	74352	1	satellite
T2T16	unassigned-0000647	163470	unassigned	chr5	163492	0	0	non_satellite
T2T16	unassigned-0000373	26578	unassigned	chr20	26582	0	0	non_satellite
T2T16	unassigned-0000606	117281	unassigned	chr14	65754	65754	1	satellite
T2T16	unassigned-0000332	91679	unassigned	chr4	91562	0	0	non_satellite
T2T16	unassigned-0000648	49154	unassigned	chr14	49153	0	0	non_satellite
T2T16	unassigned-0000607	84101	unassigned	chr7	84098	0	0	non_satellite
T2T16	unassigned-0000333	103074	unassigned	chr7	103086	0	0	non_satellite
T2T16	unassigned-0000608	19315	unassigned	chr7	19324	0	0	non_satellite
T2T16	unassigned-0000334	29541	unassigned	chr7	29509	0	0	non_satellite
T2T16	unassigned-0000376	58237	unassigned	chr8	58233	0	0	non_satellite
T2T16	unassigned-0000609	58948	unassigned	chr7	58905	0	0	non_satellite
T2T16	unassigned-0000335	162449	unassigned	chr3	162418	0	0	non_satellite
T2T16	unassigned-0000377	26374	unassigned	chr19	26346	0	0	non_satellite
T2T16	unassigned-0000338	42604	unassigned	chr8	42573	0	0	non_satellite
T2T16	haplotype2-0000140	158777	haplotype2	chr16	1218186	154320	0.12668	non_satellite
T2T16	haplotype2-0000141	61519	haplotype2	chrX	63575	63575	1	satellite
T2T16	haplotype2-0000142	56034	haplotype2	chrX	60146	60146	1	satellite
T2T16	haplotype2-0000143	430008	haplotype2	chrX	415759	415759	1	satellite
T2T16	haplotype2-0000102	2369613	haplotype2	chr21	21307295	2087584	0.0979751	non_satellite
T2T16	haplotype2-0000144	148388	haplotype2	chr2	148418	0	0	non_satellite
T2T16	haplotype2-0000104	164605	haplotype2	chrX	164569	0	0	non_satellite
T2T16	haplotype2-0000145	66424	haplotype2	chr2	66401	0	0	non_satellite
T2T16	haplotype2-0000146	223353	haplotype2	chr17	223412	0	0	non_satellite
T2T16	haplotype2-0000147	52555	haplotype2	chr8	52426	0	0	non_satellite
T2T16	haplotype2-0000106	104898	haplotype2	chr2	104853	0	0	non_satellite
T2T16	haplotype2-0000148	128233	haplotype2	chr13	98889	98889	1	satellite
T2T16	haplotype2-0000107	231657	haplotype2	chr13	231720	0	0	non_satellite
T2T16	haplotype2-0000149	67270	haplotype2	chrX	67293	0	0	non_satellite
T2T16	haplotype2-0000108	90015	haplotype2	chr9	89551	89551	1	satellite
T2T16	haplotype2-0000109	179587	haplotype2	chr9	179620	179620	1	satellite
T2T16	unassigned-0000760	155420	unassigned	chr7	155441	0	0	non_satellite
T2T16	unassigned-0000761	71804	unassigned	chrX	71811	0	0	non_satellite
T2T16	unassigned-0000720	80291	unassigned	chr14	25168	25168	1	satellite
T2T16	unassigned-0000721	138567	unassigned	chr15	138763	138763	1	satellite
T2T16	unassigned-0000763	37053	unassigned	chrX	37006	0	0	non_satellite
T2T16	unassigned-0000722	2985867	unassigned	chr13	10374081	1378887	0.132917	non_satellite
T2T16	unassigned-0000764	55757	unassigned	chr19	55835	0	0	non_satellite
T2T16	unassigned-0000723	84311	unassigned	chr9	84344	0	0	non_satellite
T2T16	unassigned-0000491	106400	unassigned	chr13	107797	107797	1	satellite
T2T16	unassigned-0000724	29272	unassigned	chr2	29240	0	0	non_satellite
T2T16	unassigned-0000725	60514	unassigned	chr20	60504	0	0	non_satellite
T2T16	unassigned-0000451	59018	unassigned	chr22	56974	56974	1	satellite
T2T16	unassigned-0000726	70187	unassigned	chr2	69971	0	0	non_satellite
T2T16	unassigned-0000727	139888	unassigned	chr8	139550	0	0	non_satellite
T2T16	unassigned-0000412	78213	unassigned	chr21	21456	21456	1	satellite
T2T16	unassigned-0000495	33598	unassigned	chr16	48722	24361	0.5	satellite
T2T16	unassigned-0000728	58156	unassigned	chr8	58160	0	0	non_satellite
T2T16	unassigned-0000180	35183	unassigned	chr7	35083	0	0	non_satellite
T2T16	unassigned-0000496	56358	unassigned	chr16	307962	51327	0.166667	non_satellite
T2T16	unassigned-0000729	34215	unassigned	chr12	33902	0	0	non_satellite
T2T16	unassigned-0000455	31015	unassigned	chr5	30977	0	0	non_satellite
T2T16	unassigned-0000181	38432	unassigned	chr16	38417	0	0	non_satellite
T2T16	unassigned-0000456	72610	unassigned	chr21	24593	24593	1	satellite
T2T16	unassigned-0000182	76398	unassigned	chr7	76397	0	0	non_satellite
T2T17	unassigned-0000327	75598	unassigned	chr21	23764	23764	1	satellite
T2T17	unassigned-0000328	90142	unassigned	chr15	91065	91065	1	satellite
T2T17	unassigned-0000114	183249	unassigned	chr14	163197	163197	1	satellite
T2T17	unassigned-0000115	85599	unassigned	chr21	178262	89131	0.5	satellite
T2T17	unassigned-0000329	319888	unassigned	chr15	154897	154897	1	satellite
T2T17	unassigned-0000343	111965	unassigned	chr21	24481	24481	1	satellite
T2T17	unassigned-0000570	100783	unassigned	chr22	76706	76706	1	satellite
