sample	source	chr	start	end	feature_type
T2T10	Nucflag	chr12	108423794	108440409	HET
T2T10	Nucflag	chr12	108453028	108458147	HET
T2T10	Nucflag	chr12	108458147	108468872	COLLAPSE_OTHER
T2T10	Nucflag	chr12	108468872	108528690	HET
T2T10	Nucflag	chr12	108577735	108598823	HET
T2T10	Nucflag	chr12	109249350	109296262	HET
T2T10	Nucflag	chr12	109323186	109398011	HET
T2T10	Nucflag	chr12	109418113	109432269	HET
T2T10	Nucflag	chr12	109580996	109592145	HET
T2T10	Nucflag	chr12	109700185	109720884	HET
T2T10	Nucflag	chr12	109731131	109765630	HET
T2T10	Nucflag	chr12	109782338	109793773	HET
T2T10	Nucflag	chr12	110070992	110097885	HET
T2T10	Nucflag	chr12	110140230	110167398	HET
T2T10	Nucflag	chr12	110263039	110271516	HET
T2T10	Nucflag	chr12	110383655	110403075	HET
T2T10	Nucflag	chr12	110414393	110415894	HET
T2T10	Nucflag	chr12	110434444	110442451	HET
T2T10	Nucflag	chr12	110456224	110466147	HET
T2T10	Nucflag	chr12	110798449	110852774	HET
T2T10	Nucflag	chr12	110900385	110968695	HET
T2T10	Nucflag	chr12	111173206	111185508	HET
T2T10	Nucflag	chr12	111220584	111244492	HET
T2T10	Nucflag	chr12	111298250	111314681	HET
T2T10	Nucflag	chr12	111410240	111436825	HET
T2T10	Nucflag	chr12	111506924	111518153	HET
T2T10	Nucflag	chr12	111528240	111542819	HET
T2T10	Nucflag	chr12	111559340	111591768	HET
T2T10	Nucflag	chr12	111702762	111715660	HET
T2T10	Nucflag	chr12	111741719	111767956	HET
T2T10	Nucflag	chr12	111786060	111807552	HET
T2T10	Nucflag	chr12	111955797	112036777	MISJOIN
T2T10	Nucflag	chr12	112421254	112438239	HET
T2T10	Nucflag	chr12	112472632	112481964	COLLAPSE_OTHER
T2T10	Nucflag	chr12	112492128	112501806	HET
T2T10	Nucflag	chr12	112511829	112527903	HET
T2T10	Nucflag	chr12	112570640	112584898	HET
T2T10	Nucflag	chr12	112625451	112654047	HET
T2T10	Nucflag	chr12	112922641	112968147	HET
T2T10	Nucflag	chr12	113004381	113015496	HET
T2T10	Nucflag	chr12	113359461	113383194	HET
T2T10	Nucflag	chr12	113476805	113513682	HET
T2T10	Nucflag	chr12	113567327	113585870	HET
T2T10	Nucflag	chr12	113677518	113719123	HET
T2T10	Nucflag	chr12	113732290	113740860	HET
T2T10	Nucflag	chr12	113758566	113802847	HET
T2T10	Nucflag	chr12	113835722	113844149	HET
T2T10	Nucflag	chr12	113964439	114011913	HET
T2T10	Nucflag	chr12	114041725	114072108	HET
T2T10	Nucflag	chr12	114083040	114140917	HET
T2T10	Nucflag	chr12	114167388	114176256	HET
T2T10	Nucflag	chr12	114228275	114231921	HET
T2T10	Nucflag	chr12	114231921	114258582	COLLAPSE_OTHER
T2T10	Nucflag	chr12	114261438	114263894	HET
T2T10	Nucflag	chr12	114332166	114338904	HET
T2T10	Nucflag	chr12	114360210	114390940	HET
T2T10	Nucflag	chr12	114401853	114433658	HET
T2T10	Nucflag	chr12	114456722	114478202	HET
T2T10	Nucflag	chr12	114523285	114593951	HET
T2T10	Nucflag	chr12	114617303	114632134	HET
T2T10	Nucflag	chr12	114675643	114688964	HET
T2T10	Nucflag	chr12	114865097	114898459	HET
T2T10	Nucflag	chr12	114909400	114938133	HET
T2T10	Nucflag	chr12	115032401	115065513	HET
T2T10	Nucflag	chr12	115076527	115084555	HET
T2T10	Nucflag	chr12	115097751	115105462	HET
T2T10	Nucflag	chr12	115432251	115468796	HET
T2T10	Nucflag	chr12	115528117	115553895	HET
T2T10	Nucflag	chr12	115613509	115622422	HET
T2T10	Nucflag	chr12	115654976	115668073	HET
T2T10	Nucflag	chr12	115724786	115854843	HET
T2T10	Nucflag	chr12	115904034	115920551	HET
T2T10	Nucflag	chr12	116355235	116383547	HET
T2T10	Nucflag	chr12	116422717	116439285	HET
T2T10	Nucflag	chr12	116558328	116575337	HET
T2T10	Nucflag	chr12	116615346	116617973	HET
T2T10	Nucflag	chr12	116628078	116640761	HET
T2T10	Nucflag	chr12	116778164	116798348	HET
T2T10	Nucflag	chr12	116812975	116831748	HET
T2T10	Nucflag	chr12	116861715	116881048	HET
T2T10	Nucflag	chr12	116903447	116913891	HET
T2T10	Nucflag	chr12	117033479	117058846	HET
T2T10	Nucflag	chr12	117123708	117157723	HET
T2T10	Nucflag	chr12	117222317	117243509	HET
T2T10	Nucflag	chr12	117256998	117263653	HET
T2T10	Nucflag	chr12	117395727	117399404	HET
T2T10	Nucflag	chr12	117559641	117583113	HET
T2T10	Nucflag	chr12	117583113	117609375	COLLAPSE_OTHER
T2T10	Nucflag	chr12	117609375	117623700	HET
T2T10	Nucflag	chr12	117934497	117950857	HET
T2T10	Nucflag	chr12	118056063	118118789	HET
T2T10	Nucflag	chr12	118464351	118464497	HET
T2T10	Nucflag	chr12	118464497	118493547	COLLAPSE_OTHER
T2T10	Nucflag	chr12	118493547	118543609	HET
T2T10	Nucflag	chr12	118574110	118600919	HET
T2T10	Nucflag	chr12	118745147	118745319	HET
T2T10	Nucflag	chr12	118796663	118811265	HET
T2T10	Nucflag	chr12	118835775	118849719	HET
T2T10	Nucflag	chr12	119101289	119147719	HET
T2T10	Nucflag	chr12	119395172	119415493	HET
T2T10	Nucflag	chr12	119415493	119429037	COLLAPSE_OTHER
T2T10	Nucflag	chr12	119429037	119442368	HET
T2T10	Nucflag	chr12	119553184	119564691	HET
T2T10	Nucflag	chr12	119629836	119642089	HET
T2T10	Nucflag	chr12	119697072	119705879	HET
T2T10	Nucflag	chr12	119768348	119788873	HET
T2T10	Nucflag	chr12	119806093	119834332	HET
T2T10	Nucflag	chr12	120271428	120311087	HET
T2T10	Nucflag	chr12	120325033	120357680	HET
T2T10	Nucflag	chr12	120383037	120392947	HET
T2T10	Nucflag	chr12	120419742	120435037	HET
T2T10	Nucflag	chr12	120445999	120471493	HET
T2T10	Nucflag	chr12	120471493	120485320	COLLAPSE_OTHER
T2T10	Nucflag	chr12	120485320	120501453	HET
T2T10	Nucflag	chr12	120916942	120936529	HET
T2T10	Nucflag	chr12	121005752	121012774	HET
T2T10	Nucflag	chr12	121115382	121117817	HET
T2T10	Nucflag	chr12	121167959	121177273	HET
T2T10	Nucflag	chr12	121187929	121246081	HET
T2T10	Nucflag	chr12	121369890	121376596	COLLAPSE_OTHER
T2T10	Nucflag	chr12	121417873	121486376	HET
T2T10	Nucflag	chr12	121502394	121511706	HET
T2T10	Nucflag	chr12	121525296	121591374	HET
T2T10	Nucflag	chr12	121604190	121636419	HET
T2T10	Nucflag	chr12	121653560	121683606	HET
T2T10	Nucflag	chr12	121699854	121728142	HET
T2T10	Nucflag	chr12	121747438	121747655	HET
T2T10	Nucflag	chr12	121792424	121807556	HET
T2T10	Nucflag	chr12	121913238	121928125	HET
T2T10	Nucflag	chr12	121946673	121955097	HET
T2T10	Nucflag	chr12	122096427	122116539	HET
T2T10	Nucflag	chr12	122210739	122498020	MISJOIN
T2T10	Nucflag	chr12	122665912	122693605	HET
T2T10	Nucflag	chr12	122790432	122795838	HET
T2T10	Nucflag	chr12	122872178	122880899	HET
T2T10	Nucflag	chr12	123126814	123145425	HET
T2T10	Nucflag	chr12	123200869	123216894	HET
T2T10	Nucflag	chr12	123335529	123374400	HET
T2T10	Nucflag	chr12	123397998	123457566	HET
T2T10	Nucflag	chr12	123527224	123534985	HET
T2T10	Nucflag	chr12	123886865	123902814	HET
T2T10	Nucflag	chr12	123948214	123971207	HET
T2T10	Nucflag	chr12	124038155	124094147	HET
T2T10	Nucflag	chr12	124118148	124128118	HET
T2T10	Nucflag	chr12	124351714	124400560	HET
T2T10	Nucflag	chr12	124400560	124403131	COLLAPSE_OTHER
T2T10	Nucflag	chr12	124403131	124411657	HET
T2T10	Nucflag	chr12	124486445	124501115	HET
T2T10	Nucflag	chr12	124590309	124605685	HET
T2T10	Nucflag	chr12	124646502	124648555	HET
T2T10	Nucflag	chr12	124868106	124884576	HET
T2T10	Nucflag	chr12	124976697	125005760	HET
T2T10	Nucflag	chr12	125018059	125031833	HET
T2T10	Nucflag	chr12	125080773	125093476	HET
T2T10	Nucflag	chr12	125290061	125299597	HET
T2T10	Nucflag	chr12	125299597	125312490	COLLAPSE_OTHER
T2T10	Nucflag	chr12	125312490	125313231	HET
T2T10	Nucflag	chr12	125418664	125440662	HET
T2T10	Nucflag	chr12	125592799	125616171	HET
T2T10	Nucflag	chr12	125688147	125692347	HET
T2T10	Nucflag	chr12	125779527	125781285	HET
T2T10	Nucflag	chr12	125829155	125839562	HET
T2T10	Nucflag	chr12	125890716	125900426	HET
T2T10	Nucflag	chr12	125911864	125933282	HET
T2T10	Nucflag	chr12	126269308	126295350	HET
T2T10	Nucflag	chr12	126295350	126301319	COLLAPSE_OTHER
T2T10	Nucflag	chr12	126301319	126321158	HET
T2T10	Nucflag	chr12	126824777	126840413	HET
T2T10	Nucflag	chr12	126852332	126892842	HET
T2T10	Nucflag	chr12	127028670	127042035	HET
T2T10	Nucflag	chr12	127042035	127044799	COLLAPSE_OTHER
T2T10	Nucflag	chr12	127084720	127090606	HET
T2T10	Nucflag	chr12	127106000	127124141	HET
T2T10	Nucflag	chr12	127201841	127212383	HET
T2T10	Nucflag	chr12	127255084	127267146	HET
T2T10	Nucflag	chr12	127334815	127372838	HET
T2T10	Nucflag	chr12	127402620	127419637	HET
T2T10	Nucflag	chr12	127445987	127473280	HET
T2T10	Nucflag	chr12	127595592	127614681	HET
T2T10	Nucflag	chr12	127774458	127884901	HET
T2T10	Nucflag	chr12	127993749	128002481	HET
T2T10	Nucflag	chr12	128079119	128112432	HET
T2T10	Nucflag	chr12	128186463	128190687	HET
T2T10	Nucflag	chr12	128267201	128293029	HET
T2T10	Nucflag	chr12	128328789	128341838	HET
T2T10	Nucflag	chr12	128605129	128629207	HET
T2T10	Nucflag	chr12	128704625	128708718	HET
T2T10	Nucflag	chr12	128745633	128754854	HET
T2T10	Nucflag	chr12	128783734	128792565	HET
T2T10	Nucflag	chr12	128811118	128819997	HET
T2T10	Nucflag	chr12	128859660	128894987	HET
T2T10	Nucflag	chr12	128927757	128937059	HET
T2T10	Nucflag	chr12	128954390	128958972	HET
T2T10	Nucflag	chr12	128973527	129006117	HET
T2T10	Nucflag	chr12	129136208	129155222	HET
T2T10	Nucflag	chr12	129185573	129198164	HET
T2T10	Nucflag	chr12	129289017	129301864	HET
T2T10	Nucflag	chr12	129383623	129396377	HET
T2T10	Nucflag	chr12	129439958	129457137	HET
T2T10	Nucflag	chr12	129938103	129998339	HET
T2T10	Nucflag	chr12	130151934	130157712	HET
T2T10	Nucflag	chr12	130206778	130218562	HET
T2T10	Nucflag	chr12	130317467	130330359	HET
T2T10	Nucflag	chr12	130340521	130369037	HET
T2T10	Nucflag	chr12	130465161	130508824	HET
T2T10	Nucflag	chr12	130615307	130626447	HET
T2T10	Nucflag	chr12	130823441	130827060	HET
T2T10	Nucflag	chr12	130851837	130861881	HET
T2T10	Nucflag	chr12	130891622	130919058	HET
T2T10	Nucflag	chr12	130932503	130978392	HET
T2T10	Nucflag	chr12	130992835	131008274	HET
T2T10	Nucflag	chr12	131105842	131116789	HET
T2T10	Nucflag	chr12	131200251	131218084	HET
T2T10	Nucflag	chr12	131260271	131270810	HET
T2T10	Nucflag	chr12	131284684	131320858	HET
T2T10	Nucflag	chr12	131333327	131362616	HET
T2T10	Nucflag	chr12	131378329	131381353	HET
T2T10	Nucflag	chr12	131558608	131570982	HET
T2T10	Nucflag	chr12	131629561	131633331	HET
T2T10	Nucflag	chr12	131904435	131916573	HET
T2T10	Nucflag	chr12	131927101	131945613	HET
T2T10	Nucflag	chr12	131997416	132065987	HET
T2T10	Nucflag	chr12	132095081	132112908	HET
T2T10	Nucflag	chr12	132265907	132282814	HET
T2T10	Nucflag	chr12	132405190	132415547	HET
T2T10	Nucflag	chr12	132443242	132458250	HET
T2T10	Nucflag	chr12	132912157	132955520	HET
T2T10	Nucflag	chr12	132955520	132959987	COLLAPSE_OTHER
T2T10	Nucflag	chr12	132959987	132989792	HET
T2T10	Nucflag	chr12	133011327	133101174	HET
T2T10	Nucflag	chr12	133142018	133152702	HET
T2T10	Nucflag	chr12	133203931	133241525	HET
T2T10	Nucflag	chr12	133256009	133320395	HET
T2T10	Nucflag	chr12	133323327	133324512	MISJOIN_windowed
T2T10	Nucflag	chr15	6067	6078	MISJOIN_windowed
T2T10	Nucflag	chr15	125541	127069	HET
T2T10	Nucflag	chr15	127069	132953	COLLAPSE_OTHER
T2T10	Nucflag	chr15	132953	142073	HET
T2T10	Nucflag	chr15	217680	221944	HET
T2T10	Nucflag	chr15	694795	698468	HET
T2T10	Nucflag	chr15	777004	795804	HET
T2T10	Nucflag	chr15	934761	954291	HET
T2T10	Nucflag	chr15	1444663	1449490	MISJOIN_windowed
T2T10	Nucflag	chr10	134016517	134017905	MISJOIN_windowed
T2T10	Nucflag	chr10	134016517	134035132	HET
T2T10	Nucflag	chr10	134157950	134169196	HET
T2T10	Nucflag	chr10	134219230	134302659	HET
T2T10	Nucflag	chr10	134404857	134482043	HET
T2T10	Nucflag	chr10	134502150	134511935	HET
T2T10	Nucflag	chr10	134585719	134604823	HET
T2T10	Nucflag	chr10	133845814	133876549	HET
T2T10	Nucflag	chr10	133802897	133828877	HET
T2T10	Nucflag	chr10	133236929	133278678	HET
T2T10	Nucflag	chr10	133443553	133455726	HET
T2T10	Nucflag	chr10	133538053	133582806	HET
T2T10	Nucflag	chr10	133597234	133607754	HET
T2T10	Nucflag	chr10	133640101	133657289	HET
T2T10	Nucflag	chr10	133713375	133719895	HET_windowed
T2T10	Nucflag	chr10	132859821	132883266	HET
T2T10	Nucflag	chr10	132895438	132903433	HET
T2T10	Nucflag	chr10	133023706	133037999	HET
T2T10	Nucflag	chr10	132834520	132843083	HET
T2T10	Nucflag	chr10	132353291	132384484	HET
T2T10	Nucflag	chr10	132442349	132479109	COLLAPSE_OTHER
T2T10	Nucflag	chr10	132528148	132589086	HET
T2T10	Nucflag	chr10	132600640	132735051	HET
T2T10	Nucflag	chr10	132742422	132749514	HET
T2T10	Nucflag	chr10	132118146	132143420	HET
T2T10	Nucflag	chr10	132175987	132218134	HET
T2T10	Nucflag	chr10	130518733	130529077	HET
T2T10	Nucflag	chr10	130732100	130757932	HET
T2T10	Nucflag	chr10	130770020	130773846	HET
T2T10	Nucflag	chr10	130918407	130927805	HET
T2T10	Nucflag	chr10	130968141	130991169	HET
T2T10	Nucflag	chr10	131039941	131046259	HET
T2T10	Nucflag	chr10	131076788	131081233	HET
T2T10	Nucflag	chr10	131152630	131153792	HET
T2T10	Nucflag	chr10	131377207	131386532	HET
T2T10	Nucflag	chr10	131691061	131703972	HET
T2T10	Nucflag	chr10	131856296	131863043	HET
T2T10	Nucflag	chr10	129483189	129485373	HET
T2T10	Nucflag	chr10	129605707	129613344	HET
T2T10	Nucflag	chr10	129718619	129770885	HET
T2T10	Nucflag	chr10	129770883	129777970	COLLAPSE_OTHER
T2T10	Nucflag	chr10	129777968	129816119	HET
T2T10	Nucflag	chr10	129805817	129857814	HET
T2T10	Nucflag	chr10	129909902	129927613	HET
T2T10	Nucflag	chr10	129949592	129953123	HET
T2T10	Nucflag	chr10	129971934	129998431	HET
T2T10	Nucflag	chr10	130113541	130120473	HET
T2T10	Nucflag	chr10	130148625	130159378	HET
T2T10	Nucflag	chr10	130362949	130368759	HET
T2T10	Nucflag	chr10	130385553	130410265	HET
T2T10	Nucflag	chr10	130414206	130436268	HET
T2T10	Nucflag	chr10	125485014	125494923	HET
T2T10	Nucflag	chr10	125773484	125806144	HET
T2T10	Nucflag	chr10	125820181	125871890	HET
T2T10	Nucflag	chr10	125890518	125915622	HET
T2T10	Nucflag	chr10	125939199	125954185	HET
T2T10	Nucflag	chr10	126012689	126038280	HET
T2T10	Nucflag	chr10	126049435	126072951	HET
T2T10	Nucflag	chr10	126173584	126201829	HET
T2T10	Nucflag	chr10	126232931	126255171	HET
T2T10	Nucflag	chr10	126509766	126528306	HET
T2T10	Nucflag	chr10	126868576	126896691	HET
T2T10	Nucflag	chr10	127055012	127057420	HET
T2T10	Nucflag	chr10	127096403	127098968	HET
T2T10	Nucflag	chr10	127103717	127123860	HET
T2T10	Nucflag	chr10	127142605	127156896	HET
T2T10	Nucflag	chr10	127171731	127181547	HET
T2T10	Nucflag	chr10	127216839	127257760	HET
T2T10	Nucflag	chr10	127311924	127338813	HET
T2T10	Nucflag	chr10	127361794	127370881	HET
T2T10	Nucflag	chr10	127378439	127412479	HET
T2T10	Nucflag	chr10	127519598	127539418	HET
T2T10	Nucflag	chr10	127608179	127647046	HET
T2T10	Nucflag	chr10	127705220	127723267	HET
T2T10	Nucflag	chr10	127807585	127831708	HET
T2T10	Nucflag	chr10	127881175	127891548	HET
T2T10	Nucflag	chr10	127906900	127914618	HET
T2T10	Nucflag	chr10	127941815	127958238	HET
T2T10	Nucflag	chr10	128060006	128093728	HET
T2T10	Nucflag	chr10	128340228	128345679	HET
T2T10	Nucflag	chr10	128402399	128428409	HET
T2T10	Nucflag	chr10	128709418	128716869	HET
T2T10	Nucflag	chr10	128745261	128751516	COLLAPSE_OTHER
T2T10	Nucflag	chr10	128751514	128776923	HET
T2T10	Nucflag	chr10	128857114	128881314	HET
T2T10	Nucflag	chr10	129144050	129150353	HET
T2T10	Nucflag	chr10	129150351	129155361	COLLAPSE_OTHER
T2T10	Nucflag	chr10	129155359	129194218	HET
T2T10	Nucflag	chr10	129199460	129226045	HET
T2T10	Nucflag	chr10	129241508	129254762	HET
T2T10	Nucflag	chr10	129277765	129316072	HET
T2T10	Nucflag	chr10	129323634	129329748	HET
T2T10	Nucflag	chr10	125033188	125057281	MISJOIN
T2T10	Nucflag	chr10	125127372	125159758	HET
T2T10	Nucflag	chr10	125241324	125243652	HET
T2T10	Nucflag	chr10	123497713	123499309	HET
T2T10	Nucflag	chr10	123497712	123523148	COLLAPSE_OTHER
T2T10	Nucflag	chr10	123522038	123523147	HET
T2T10	Nucflag	chr10	123587760	123608862	HET
T2T10	Nucflag	chr10	123605507	123624823	HET
T2T10	Nucflag	chr10	123624821	123645328	COLLAPSE_OTHER
T2T10	Nucflag	chr10	123643852	123689077	HET
T2T10	Nucflag	chr10	123812494	123845929	HET
T2T10	Nucflag	chr10	123978041	124009280	HET
T2T10	Nucflag	chr10	124174523	124177248	HET
T2T10	Nucflag	chr10	124238898	124262397	HET
T2T10	Nucflag	chr10	124358871	124369170	HET
T2T10	Nucflag	chr10	124387464	124404459	HET
T2T10	Nucflag	chr10	124710181	124746108	HET
T2T10	Nucflag	chr10	120355874	120364429	HET
T2T10	Nucflag	chr10	120435298	120454838	HET
T2T10	Nucflag	chr10	120462067	120495836	HET
T2T10	Nucflag	chr10	120484308	120531262	HET
T2T10	Nucflag	chr10	120699903	120704639	HET
T2T10	Nucflag	chr10	120731421	120739502	HET
T2T10	Nucflag	chr10	120893285	120957372	HET
T2T10	Nucflag	chr10	120990176	120998471	HET
T2T10	Nucflag	chr10	121034726	121054094	HET
T2T10	Nucflag	chr10	121043738	121089066	HET
T2T10	Nucflag	chr10	121098564	121166728	HET
T2T10	Nucflag	chr10	121371669	121416433	HET
T2T10	Nucflag	chr10	121406367	121430166	HET
T2T10	Nucflag	chr10	121499146	121548461	HET
T2T10	Nucflag	chr10	121855708	121874745	HET
T2T10	Nucflag	chr10	121905010	121907971	HET
T2T10	Nucflag	chr10	121920330	121934781	HET
T2T10	Nucflag	chr10	121956384	121983500	HET
T2T10	Nucflag	chr10	122017316	122048951	HET
T2T10	Nucflag	chr10	122051380	122100672	HET
T2T10	Nucflag	chr10	122135096	122155193	HET
T2T10	Nucflag	chr10	122212034	122227728	HET
T2T10	Nucflag	chr10	122245360	122253347	COLLAPSE_OTHER
T2T10	Nucflag	chr10	122253345	122281377	HET
T2T10	Nucflag	chr10	122407362	122410092	HET
T2T10	Nucflag	chr10	122456476	122466819	HET
T2T10	Nucflag	chr10	122867857	122873076	HET
T2T10	Nucflag	chr10	122970293	122980930	HET
T2T10	Nucflag	chr10	123049736	123085609	HET
T2T10	Nucflag	chr10	123097178	123106887	HET
T2T10	Nucflag	chr10	123122608	123139670	HET
T2T10	Nucflag	chr10	123170292	123182006	HET
T2T10	Nucflag	chr10	119159645	119170135	HET
T2T10	Nucflag	chr10	119552211	119577533	HET
T2T10	Nucflag	chr10	119766114	119777605	HET
T2T10	Nucflag	chr10	119820834	119882729	HET
T2T10	Nucflag	chr10	120224891	120237519	HET
T2T10	Nucflag	chr10	120248506	120263592	HET
T2T10	Nucflag	chr10	115149880	115150237	HET
T2T10	Nucflag	chr10	115209046	115214273	HET
T2T10	Nucflag	chr10	115343720	115355648	HET
T2T10	Nucflag	chr10	115482139	115522367	HET
T2T10	Nucflag	chr10	115636623	115663048	HET
T2T10	Nucflag	chr10	115760635	115772807	COLLAPSE_OTHER
T2T10	Nucflag	chr10	115772805	115798529	HET
T2T10	Nucflag	chr10	115839305	115862434	HET
T2T10	Nucflag	chr10	116231077	116258779	HET
T2T10	Nucflag	chr10	116530276	116550599	HET
T2T10	Nucflag	chr10	116583501	116625820	HET
T2T10	Nucflag	chr10	116642316	116731065	HET
T2T10	Nucflag	chr10	116715044	116746463	HET
T2T10	Nucflag	chr10	116772848	116791145	HET
T2T10	Nucflag	chr10	116864992	116882856	HET
T2T10	Nucflag	chr10	116922289	116960182	HET
T2T10	Nucflag	chr10	117111143	117163513	HET
T2T10	Nucflag	chr10	117184039	117224640	HET
T2T10	Nucflag	chr10	117244598	117325627	HET
T2T10	Nucflag	chr10	117434185	117441135	HET
T2T10	Nucflag	chr10	117478664	117490830	HET
T2T10	Nucflag	chr10	117501391	117541056	HET
T2T10	Nucflag	chr10	117568152	117604563	HET
T2T10	Nucflag	chr10	117609881	117692260	HET
T2T10	Nucflag	chr10	117740529	117751793	HET
T2T10	Nucflag	chr10	117761870	117790298	HET
T2T10	Nucflag	chr10	117800062	117957666	HET
T2T10	Nucflag	chr10	117960498	118002025	HET
T2T10	Nucflag	chr10	118319514	118339540	HET
T2T10	Nucflag	chr10	118349305	118367971	COLLAPSE_OTHER
T2T10	Nucflag	chr10	118420055	118453561	HET
T2T10	Nucflag	chr10	118579486	118594487	HET
T2T10	Nucflag	chr10	118619145	118651453	HET
T2T10	Nucflag	chr10	118659396	118698351	HET
T2T10	Nucflag	chr10	118732813	118752101	HET
T2T10	Nucflag	chr10	118740598	118783116	HET
T2T10	Nucflag	chr10	118901920	118940866	HET
T2T10	Nucflag	chr10	118989640	118993751	COLLAPSE_OTHER
T2T10	Nucflag	chr10	119030737	119053684	HET
T2T10	Nucflag	chr10	119105286	119117975	HET
T2T10	Nucflag	chr10	112367582	112396918	HET
T2T10	Nucflag	chr10	112471533	112488442	HET
T2T10	Nucflag	chr10	112508504	112550934	HET
T2T10	Nucflag	chr10	112735462	112757746	HET
T2T10	Nucflag	chr10	112787631	112833536	HET
T2T10	Nucflag	chr10	112813755	112833535	COLLAPSE_OTHER
T2T10	Nucflag	chr10	112813754	112854108	HET
T2T10	Nucflag	chr10	112854106	112864954	COLLAPSE_OTHER
T2T10	Nucflag	chr10	112902177	112919464	HET
T2T10	Nucflag	chr10	113233401	113249504	HET
T2T10	Nucflag	chr10	113413572	113441804	HET
T2T10	Nucflag	chr10	113551656	113564672	HET
T2T10	Nucflag	chr10	113612768	113625210	HET
T2T10	Nucflag	chr10	113924798	113973774	HET
T2T10	Nucflag	chr10	114124324	114139958	HET
T2T10	Nucflag	chr10	114146715	114165596	HET
T2T10	Nucflag	chr10	114219790	114229868	HET
T2T10	Nucflag	chr10	114255155	114262564	HET
T2T10	Nucflag	chr10	114912398	114928453	HET
T2T10	Nucflag	chr10	114928451	114955648	COLLAPSE_OTHER
T2T10	Nucflag	chr10	114948023	115043375	HET
T2T10	Nucflag	chr10	115059647	115121906	HET
T2T10	Nucflag	chr10	112141947	112165734	HET
T2T10	Nucflag	chr10	112186315	112198058	HET
T2T10	Nucflag	chr10	112199446	112203647	HET
T2T10	Nucflag	chr10	104239307	104251174	HET
T2T10	Nucflag	chr10	104363814	104385907	HET
T2T10	Nucflag	chr10	104609312	104693755	HET
T2T10	Nucflag	chr10	104893075	104905384	HET
T2T10	Nucflag	chr10	104941251	104956842	HET
T2T10	Nucflag	chr10	104945911	104978165	HET
T2T10	Nucflag	chr10	105065258	105070971	HET
T2T10	Nucflag	chr10	105424178	105461610	HET
T2T10	Nucflag	chr10	105492144	105520806	HET
T2T10	Nucflag	chr10	105581625	105622162	HET
T2T10	Nucflag	chr10	105863503	105920234	HET
T2T10	Nucflag	chr10	106101731	106109227	HET
T2T10	Nucflag	chr10	106133341	106142837	HET
T2T10	Nucflag	chr10	106885652	106888035	HET
T2T10	Nucflag	chr10	106906924	106918114	HET
T2T10	Nucflag	chr10	106961823	107022953	HET
T2T10	Nucflag	chr10	107037763	107049113	HET
T2T10	Nucflag	chr10	107077863	107105643	HET
T2T10	Nucflag	chr10	107285349	107288771	HET
T2T10	Nucflag	chr10	107301292	107326072	HET
T2T10	Nucflag	chr10	107328919	107344390	HET
T2T10	Nucflag	chr10	107366486	107389735	HET
T2T10	Nucflag	chr10	107458284	107504582	HET
T2T10	Nucflag	chr10	107490439	107522555	HET
T2T10	Nucflag	chr10	107614450	107625078	HET
T2T10	Nucflag	chr10	107739492	107749638	HET
T2T10	Nucflag	chr10	107875513	107883958	HET
T2T10	Nucflag	chr10	107900595	107973267	HET
T2T10	Nucflag	chr10	108033640	108041379	HET
T2T10	Nucflag	chr10	108251652	108264312	HET
T2T10	Nucflag	chr10	108298667	108320951	HET
T2T10	Nucflag	chr10	108410184	108443969	HET
T2T10	Nucflag	chr10	108461288	108489940	HET
T2T10	Nucflag	chr10	108518283	108559691	HET
T2T10	Nucflag	chr10	108598959	108607918	HET
T2T10	Nucflag	chr10	108826275	108872552	HET
T2T10	Nucflag	chr10	108913735	108932651	HET
T2T10	Nucflag	chr10	108954149	108960057	HET
T2T10	Nucflag	chr10	109009376	109021238	HET
T2T10	Nucflag	chr10	109051416	109081227	HET
T2T10	Nucflag	chr10	109112268	109115628	HET
T2T10	Nucflag	chr10	109138547	109144454	HET
T2T10	Nucflag	chr10	109618417	109624206	HET
T2T10	Nucflag	chr10	109655250	109663966	HET
T2T10	Nucflag	chr10	109894547	109915104	HET
T2T10	Nucflag	chr10	110101750	110128589	HET
T2T10	Nucflag	chr10	110182671	110216945	HET
T2T10	Nucflag	chr10	110235805	110250128	HET
T2T10	Nucflag	chr10	110670006	110674602	HET
T2T10	Nucflag	chr10	110842957	110843021	HET
T2T10	Nucflag	chr10	110915530	110937155	HET
T2T10	Nucflag	chr10	110999076	111023044	HET
T2T10	Nucflag	chr10	111067252	111077465	HET
T2T10	Nucflag	chr10	111323198	111329980	HET
T2T10	Nucflag	chr10	111541147	111599180	HET
T2T10	Nucflag	chr10	111618172	111620651	HET
T2T10	Nucflag	chr10	111650072	111676578	HET
T2T10	Nucflag	chr10	111777035	111813887	HET
T2T10	Nucflag	chr10	111851986	111883264	HET
T2T10	Nucflag	chr10	111911324	111934884	HET
T2T10	Nucflag	chr10	112009081	112019564	HET
T2T10	Nucflag	chr10	101838313	101855740	HET
T2T10	Nucflag	chr10	101928576	101944588	HET
T2T10	Nucflag	chr10	101966910	101984647	COLLAPSE_OTHER
T2T10	Nucflag	chr10	102001602	102009986	HET
T2T10	Nucflag	chr10	102028984	102032658	HET
T2T10	Nucflag	chr10	102167940	102196749	HET
T2T10	Nucflag	chr10	102207375	102217220	HET
T2T10	Nucflag	chr10	102231056	102303375	HET
T2T10	Nucflag	chr10	102492054	102542669	HET
